ВРЕМЯ	s	2015.7
ЖИЗНЬ	s	1389.8
СЛОВО	s	967.9
МЕСТО	s	926.6
НИЧТО	spro	902.8
КОНЕЦ	s	634.7
ЧАСТЬ	s	585.4
ГОРОД	s	573.4
НИКТО	spro	562.2
ЗЕМЛЯ	s	494.4
МНОГО	num	480.0
ПРАВО	s	461.4
ДВЕРЬ	s	450.8
ОБРАЗ	s	445.9
ЗАКОН	s	433.4
ВОЙНА	s	425.9
ГОЛОС	s	424.5
КНИГА	s	413.9
ЧИСЛО	s	393.5
НАРОД	s	385.6
ФОРМА	s	347.8
СВЯЗЬ	s	346.1
УЛИЦА	s	337.8
ВЕЧЕР	s	335.4
МЫСЛЬ	s	331.6
МЕСЯЦ	s	328.0
ШКОЛА	s	316.0
ТЕАТР	s	305.3
РУБЛЬ	s	296.4
СМЫСЛ	s	294.6
ОРГАН	s	288.4
РЫНОК	s	283.3
СЕМЬЯ	s	276.6
ЦЕНТР	s	265.9
ОТВЕТ	s	263.3
АВТОР	s	262.1
СТЕНА	s	261.0
СОВЕТ	s	245.5
ГЛАВА	s	240.2
НАУКА	s	239.0
ПЛЕЧО	s	236.4
ТОЧКА	s	232.2
ПАЛЕЦ	s	219.1
НОМЕР	s	201.2
МЕТОД	s	197.0
ФИЛЬМ	s	196.8
ГОСТЬ	s	192.7
КРОВЬ	s	187.8
РАЙОН	s	187.8
АРМИЯ	s	186.4
КЛАСС	s	185.8
ГЕРОЙ	s	184.0
СПИНА	s	183.1
БОЛЕЕ	num	179.2
СЦЕНА	s	177.2
ОБЪЕМ	s	165.8
БЕРЕГ	s	164.7
ФИРМА	s	164.4
ЗАВОД	s	164.0
ПЕСНЯ	s	160.1
РОМАН	s	157.7
СТИХИ	s	157.0
ПОВОД	s	151.2
УСПЕХ	s	149.5
ВЫХОД	s	147.0
ТЕКСТ	s	146.2
ПУНКТ	s	144.0
ЛИНИЯ	s	143.7
СРЕДА	s	142.4
ВОЛОС	s	141.8
ВЕТЕР	s	140.3
ОГОНЬ	s	139.8
ГРУДЬ	s	138.8
СТРАХ	s	138.4
СУММА	s	130.6
СФЕРА	s	129.5
МУЖИК	s	124.7
НЕМЕЦ	s	124.1
ВЫБОР	s	122.0
МАССА	s	121.7
ШЕСТЬ	num	120.9
СЛАВА	s	120.2
КУХНЯ	s	120.1
ОТДЕЛ	s	116.2
ТОВАР	s	115.5
АКТЕР	s	114.4
СЛЕЗА	s	114.2
ВЫВОД	s	111.8
НОРМА	s	111.3
РАМКА	s	110.6
ПРИЕМ	s	109.8
РЕЖИМ	s	106.7
ЦЕЛОЕ	s	106.6
ВИРУС	s	106.5
ПОИСК	s	105.0
НАЛОГ	s	104.7
ДОХОД	s	103.6
КАРТА	s	103.0
СОРОК	num	99.5
АКЦИЯ	s	98.5
СОСЕД	s	97.8
ФРАЗА	s	97.8
ТОЛПА	s	96.7
СХЕМА	s	95.9
ВОЛНА	s	95.4
ПТИЦА	s	94.5
ЗАПАХ	s	94.1
ВОДКА	s	93.9
ПОЕЗД	s	93.3
АДРЕС	s	92.7
ЛИДЕР	s	92.2
СТИЛЬ	s	91.4
ВЕСНА	s	91.3
ЭПОХА	s	89.0
ЗАПАД	s	88.9
ТАЙНА	s	88.9
ТРАВА	s	88.7
ФРОНТ	s	87.7
МУЗЕЙ	s	87.0
КНЯЗЬ	s	86.0
СУТКИ	s	85.4
СУДЬЯ	s	85.2
КРЫША	s	85.0
НЕЧТО	spro	84.9
ПОТОК	s	84.8
ЧЕСТЬ	s	84.4
ЕВРЕЙ	s	84.1
СОТНЯ	s	84.0
ДОЖДЬ	s	83.2
ТРУБА	s	82.1
ОСЕНЬ	s	81.8
ПЬЕСА	s	81.1
ЧЕРТА	s	80.0
КУСОК	s	76.8
БИЛЕТ	s	75.4
МАСЛО	s	73.0
ЭКРАН	s	71.9
КАНАЛ	s	71.5
ВАГОН	s	70.9
ДУРАК	s	69.8
СЕЗОН	s	69.2
ЗАПАС	s	67.8
ДЛИНА	s	67.7
КРЫЛО	s	67.6
ОКРУГ	s	67.6
ДОСКА	s	67.1
ПОЛЕТ	s	66.5
ПАКЕТ	s	65.8
ЖИВОТ	s	65.6
СМЕНА	s	65.1
ПОРОГ	s	64.2
БУКВА	s	63.5
ЛОДКА	s	62.9
СЕРИЯ	s	62.8
ШУТКА	s	62.7
КУЛАК	s	62.5
НЕФТЬ	s	62.3
ЦИФРА	s	62.2
САПОГ	s	62.0
ЖИЛЬЕ	s	61.1
МЕШОК	s	61.1
ОТКАЗ	s	60.9
ЗАМОК	s	60.8
ДИВАН	s	60.1
ДОБРО	s	59.0
ПОКОЙ	s	59.0
КОСТЬ	s	58.5
СПОРТ	s	58.5
МАЙОР	s	58.0
ОТДЫХ	s	57.6
РУЧКА	s	57.6
МЕЧТА	s	57.0
СЮЖЕТ	s	56.6
РУБЕЖ	s	56.5
КРЕСТ	s	56.4
ВЗРЫВ	s	56.3
ПОЧВА	s	56.2
ЗАКАЗ	s	56.0
ШТУКА	s	55.9
СУМКА	s	55.5
ХВОСТ	s	55.4
ПЕСОК	s	55.3
ОЗЕРО	s	54.9
СТРОЙ	s	54.8
ДОЧКА	s	54.1
ТАНЕЦ	s	54.1
НАБОР	s	53.5
ГОРЛО	s	53.2
ПЛАТА	s	53.0
СЪЕЗД	s	51.7
КОШКА	s	50.4
ПЯТНО	s	50.1
ТКАНЬ	s	49.9
ВИЗИТ	s	49.8
ОКЕАН	s	49.8
ПАУЗА	s	49.6
СТВОЛ	s	49.5
ТЕПЛО	s	49.4
РАДИО	s	49.3
ЗВЕРЬ	s	49.1
НАЦИЯ	s	49.1
БАНКА	s	49.0
МЕТРО	s	48.9
ОТЧЕТ	s	48.6
ОБМЕН	s	48.5
ТОСКА	s	48.5
ЗАБОР	s	48.3
МОРОЗ	s	48.2
МАРКА	s	48.0
ГРЯЗЬ	s	47.5
СПРОС	s	47.5
МОТОР	s	47.3
СЕВЕР	s	47.0
СКЛАД	s	46.7
МОТИВ	s	46.6
АРЕСТ	s	46.5
ОТРЯД	s	46.2
НУЖДА	s	45.8
СОБОР	s	45.8
САЛОН	s	44.9
КАПЛЯ	s	44.7
ПОЖАР	s	43.8
ХОЛОД	s	43.7
ТЕТКА	s	43.6
ОБИДА	s	43.4
ВКЛАД	s	43.0
ГОНКА	s	42.9
РУКАВ	s	42.9
ТУМАН	s	42.9
ШОФЕР	s	42.9
АТАКА	s	0
ИГРОК	s	42.5
ТОННА	s	42.4
ВОЖДЬ	s	42.2
ОРДЕН	s	42.2
ЮНОША	s	42.1
БАБКА	s	42.0
ВЫЗОВ	s	42.0
ПОЛКА	s	41.9
БРОВЬ	s	41.6
УДАЧА	s	41.3
БЫТИЕ	s	40.9
ШАПКА	s	40.6
ЛОЖКА	s	40.5
БЕЛОК	s	40.3
ГОЛОД	s	40.1
ОХОТА	s	40.1
ДОМИК	s	39.8
ВЕТКА	s	39.7
БАШНЯ	s	39.4
ТАРИФ	s	39.4
АГЕНТ	s	39.2
ГЕНИЙ	s	39.2
САХАР	s	38.1
БЛАГО	s	38.0
СМЕСЬ	s	37.8
РАЗУМ	s	37.6
ПЛИТА	s	37.3
БРЮКИ	s	37.2
МЫШЦА	s	36.9
ПОСОЛ	s	36.6
ПАЧКА	s	36.5
ШОССЕ	s	36.4
ИКОНА	s	36.2
ХАЛАТ	s	36.1
ИДЕАЛ	s	36.0
ЛЕНТА	s	35.9
БОМБА	s	35.8
ШТАММ	s	35.8
УЩЕРБ	s	35.5
АРХИВ	s	35.3
СЫРЬЕ	s	35.0
ШТАНЫ	s	35.0
ПОХОД	s	34.7
МОРДА	s	34.5
ПРОЗА	s	34.4
МАСКА	s	34.3
ОПЕРА	s	34.3
ШЛЯПА	s	34.2
БЕЛЬЕ	s	34.1
ВЕДРО	s	34.1
ЛАМПА	s	34.0
МАЛЫШ	s	33.9
ОБЛИК	s	33.8
КОПИЯ	s	33.7
УГОЛЬ	s	33.5
УСТАВ	s	33.5
СУДНО	s	33.3
ЧАШКА	s	33.3
ЭЛИТА	s	33.1
ВЕТВЬ	s	33.0
ПОЧТА	s	33.0
ПАЛКА	s	32.9
АКТИВ	s	32.7
СТОЛБ	s	32.7
АНГЕЛ	s	32.4
ШТРАФ	s	32.3
ОТЕЛЬ	s	32.0
МЫШКА	s	31.9
НОЖКА	s	31.9
СТАТЬ	s	31.8
СВЕЧА	s	31.6
БЛЮДО	s	31.3
ГРАНЬ	s	31.3
СКАЛА	s	30.7
ТАКСИ	s	30.6
ЗЕРНО	s	30.3
СОСНА	s	30.1
ФОРУМ	s	30.1
БЛЕСК	s	29.7
ПАПКА	s	29.7
СТЕПЬ	s	29.6
КОВЕР	s	29.5
ПЛАМЯ	s	29.5
ТРЕТЬ	s	29.4
ПЕВЕЦ	s	28.4
РУЖЬЕ	s	28.3
РЕЧКА	s	28.2
ФИНАЛ	s	28.1
НЕДРА	s	27.9
ДЕВКА	s	27.8
ЗНАМЯ	s	27.8
РЮМКА	s	27.7
ИСХОД	s	27.6
ОБЩЕЕ	s	27.6
ЗВЕНО	s	27.4
ГРИПП	s	27.3
ПЕЧКА	s	27.0
ШЕПОТ	s	27.0
ПИЛОТ	s	26.9
ПЛОТЬ	s	26.9
САМЕЦ	s	26.8
ЧЕРЕП	s	26.8
БОЧКА	s	26.6
ГАРАЖ	s	26.6
СОСУД	s	26.4
ПОЭМА	s	26.3
СКЛОН	s	26.3
ЛАВКА	s	26.2
БОКАЛ	s	26.1
КИСТЬ	s	26.1
ИДИОТ	s	26.0
КОЙКА	s	26.0
ЯКОРЬ	s	25.9
ДРОВА	s	25.8
ВОРОТ	s	25.7
ОПОРА	s	25.7
УЧЕБА	s	25.7
ТОПОР	s	25.5
ФИЗИК	s	25.5
БАРОН	s	25.4
БАРАК	s	25.3
КУКЛА	s	25.3
ЖЕНИХ	s	25.2
НОСОК	s	25.2
ОБУВЬ	s	25.0
НАМЕК	s	24.9
КОТЕЛ	s	24.8
ПРИНЦ	s	24.8
ПУШКА	s	24.6
БЕДРО	s	24.3
ПОРЫВ	s	24.1
СЕТКА	s	24.1
САРАЙ	s	23.9
ОПРОС	s	23.8
СТАРТ	s	23.7
ШКУРА	s	23.7
ДРАКА	s	23.6
ПРОБА	s	23.5
КАЗАК	s	23.4
МУСОР	s	23.4
МОРЯК	s	23.2
САМКА	s	23.2
ТУФЛЯ	s	23.2
ХИМИЯ	s	23.2
МАДАМ	s	23.1
ПЛЕМЯ	s	23.1
КУБОК	s	23.0
ЯГОДА	s	22.9
БИТВА	s	22.8
МОНАХ	s	22.8
ГРАММ	s	22.7
ДЫРКА	s	22.7
ПОБЕГ	s	22.7
БАЗАР	s	22.6
ДРАМА	s	22.6
ОТБОР	s	22.4
СПИРТ	s	22.2
КУЗОВ	s	22.1
ВАННА	s	22.0
КАНОН	s	21.9
РЫБАК	s	21.9
РЕБРО	s	21.7
ФРУКТ	s	21.6
ВДОВА	s	21.5
БАЛЕТ	s	21.4
ВЕСТЬ	s	21.4
КАЗНЬ	s	21.4
НАВЫК	s	21.3
ПЕНИЕ	s	21.3
РУЧЕЙ	s	21.3
ВЗВОД	s	21.1
КАССА	s	20.9
ЩЕНОК	s	20.9
ВЗДОХ	s	20.8
ЮРИСТ	s	20.8
ШАХТА	s	20.7
БУКЕТ	s	20.5
ТИРАЖ	s	20.5
ШПИОН	s	20.5
ЖИЛЕЦ	s	20.4
ТЕЗИС	s	20.4
ЗАЛОГ	s	20.3
СТРУЯ	s	20.3
ОЧЕРК	s	20.1
БУФЕТ	s	20.0
ЖАЖДА	s	20.0
СДАЧА	s	20.0
ОВОЩИ	s	19.9
НИТКА	s	19.7
РОЯЛЬ	s	19.7
ПАЦАН	s	19.6
СУЕТА	s	19.6
КОЗЕЛ	s	19.5
НАРЯД	s	19.5
ТАЙГА	s	19.5
ПЕТЛЯ	s	19.4
ПЛАСТ	s	19.2
ОБМАН	s	19.1
ШАРИК	s	19.0
РЫЧАГ	s	18.9
ЗЛОБА	s	18.8
ПЕСНЬ	s	18.7
СТАДО	s	18.6
ГЛИНА	s	18.4
ВЫЕЗД	s	18.3
ЗАКАТ	s	18.3
ВИСОК	s	18.0
ОБЗОР	s	18.0
ЗАВЕТ	s	17.9
ИСКРА	s	17.9
ПОГОН	s	17.9
ВЗНОС	s	17.8
СЛУГА	s	17.8
КРЫСА	s	17.7
КУЛЬТ	s	17.7
СЫНОК	s	17.7
ДОВОД	s	17.6
СПУСК	s	17.6
ЧАЙКА	s	17.6
ГРУНТ	s	17.5
ОБЫСК	s	17.5
ЗАРЯД	s	17.2
КУПОЛ	s	17.2
ОТЗЫВ	s	17.2
ПОЗОР	s	17.1
ВОПЛЬ	s	17.0
КАТЕР	s	17.0
ЦЫГАН	s	16.9
АЛМАЗ	s	16.7
МИНУС	s	16.7
ОБРЯД	s	16.7
ПОЛЯК	s	16.7
ТУПИК	s	16.7
ТРОПА	s	16.6
РЕЛЬС	s	16.5
ДИЛЕР	s	16.4
ФЕРМА	s	16.4
ГОРКА	s	16.3
ПИРОГ	s	16.3
СТАЛЬ	s	16.3
ТАБАК	s	16.3
ПОЧКА	s	16.2
ТВАРЬ	s	16.2
ЗАЛИВ	s	16.1
ИСПУГ	s	16.1
АЛЛЕЯ	s	16.0
ВИЛКА	s	16.0
ПЕТУХ	s	16.0
ФОКУС	s	16.0
ПОКАЗ	s	15.9
ОВРАГ	s	15.8
ГРОЗА	s	15.7
ПОЛЮС	s	15.7
РУСЛО	s	15.7
БУДКА	s	15.6
ОЛЕНЬ	s	15.6
РУБКА	s	15.5
РЫБКА	s	15.5
ТРУСЫ	s	15.5
САЛАТ	s	15.4
БАНДА	s	15.3
БОРЕЦ	s	15.3
ОБРЫВ	s	15.3
ХОХОТ	s	15.3
КОМАР	s	15.2
МАЙКА	s	15.2
ПАРУС	s	15.2
ПЕРЕЦ	s	15.2
ПИРАТ	s	15.2
СТЕНД	s	15.2
ИСЛАМ	s	15.1
УПРЕК	s	15.0
ХУТОР	s	14.9
БИРЖА	s	14.8
ИСТОК	s	14.8
НАЛЕТ	s	14.8
ФАСАД	s	14.7
ИСТЕЦ	s	14.6
ПЫТКА	s	14.6
ТУРОК	s	14.6
ЭТИКА	s	14.3
ВИСКИ	s	14.2
ОБКОМ	s	14.2
ВЛАГА	s	14.1
НОВОЕ	s	14.1
СЕАНС	s	14.1
МЭРИЯ	s	14.0
ПАЛАЧ	s	14.0
КЛОУН	s	13.9
ТРЕСК	s	13.9
БАШКА	s	13.8
СПЛАВ	s	13.8
ССОРА	s	13.8
МЕДИК	s	13.7
НАСОС	s	13.6
СКУКА	s	13.6
ШКАЛА	s	13.6
АРЕНА	s	13.5
ИМИДЖ	s	13.5
ЛАСКА	s	13.5
ТИТУЛ	s	13.5
КИОСК	s	13.4
ПАРТА	s	13.3
ПОВАР	s	13.3
ЗАТЕЯ	s	13.2
ПАРАД	s	13.2
ПУЧОК	s	13.2
ГАЗОН	s	13.1
ПЯТКА	s	13.1
КРОНА	s	13.0
СИНЯК	s	13.0
РЫВОК	s	12.9
ВЗЛЕТ	s	12.8
ПЕПЕЛ	s	12.8
ПОРОК	s	12.8
СЕДЛО	s	12.8
ШТУРМ	s	12.8
ПРОЕМ	s	12.7
ДРОЖЬ	s	12.5
КАЮТА	s	12.5
КИШКА	s	12.5
КУПЕЦ	s	12.5
СДВИГ	s	12.5
ШТОРА	s	12.4
БРЕМЯ	s	12.3
ФЮРЕР	s	12.3
НИЩИЙ	s	12.2
ПАФОС	s	12.2
КЕПКА	s	12.1
МИСКА	s	12.1
БАГАЖ	s	12.0
КОНЕК	s	12.0
МАНЕЖ	s	12.0
МЕСТЬ	s	12.0
ЧУЛОК	s	12.0
ДРЯНЬ	s	11.9
КУМИР	s	11.9
САДИК	s	11.9
СВИСТ	s	11.9
АЗАРТ	s	11.8
ГЕНОМ	s	11.8
ГУДОК	s	11.8
КВОТА	s	11.8
ПАСТЬ	s	11.8
ЛИМОН	s	11.7
СТОПА	s	11.7
БЕЛКА	s	11.6
ОБХОД	s	11.6
РОЛИК	s	11.6
СЛЮНА	s	11.6
ОКЛАД	s	11.4
БЕТОН	s	11.3
КАМИН	s	11.2
ПУЛЬТ	s	11.2
ГАММА	s	11.1
МЕРКА	s	11.1
АФИША	s	11.0
ВАХТА	s	11.0
ГРУДА	s	11.0
РОДНЯ	s	11.0
ДОНОС	s	10.9
ОСОБА	s	10.9
ШОРОХ	s	10.9
ШТАМП	s	10.9
НЕКТО	spro	10.8
БЛАНК	s	10.7
БРЮХО	s	10.7
ГРУША	s	10.6
ДЕМОН	s	10.6
МАГИЯ	s	10.6
СКРИП	s	10.6
ТАЛИЯ	s	10.6
ТЕСТО	s	10.6
ВЫШКА	s	10.5
ЛАРЕК	s	10.5
СКВЕР	s	10.5
ВИЛЛА	s	10.4
ЛАПКА	s	10.4
КУЧКА	s	10.3
ПЧЕЛА	s	10.3
СКУЛА	s	10.3
АБЗАЦ	s	10.2
ПАСХА	s	10.2
ФРАНК	s	10.2
БУГОР	s	10.1
НАПОР	s	10.1
КАЗНА	s	10.0
КОПЬЕ	s	10.0
БАЛКА	s	9.9
ВЕСЛО	s	9.9
ЗАЧЕТ	s	9.9
КУБИК	s	9.9
ЧЕРВЬ	s	9.9
ЩЕТКА	s	9.9
ДОСУГ	s	9.8
ВИХРЬ	s	9.7
ЧУТЬЕ	s	9.7
ВЕНЕЦ	s	9.6
КОСЯК	s	9.6
НЮАНС	s	9.6
ШАШКА	s	9.6
ЧУДАК	s	9.5
ВЪЕЗД	s	9.4
ВЫЛЕТ	s	9.4
ГЛУБЬ	s	9.4
КОРМА	s	9.4
ПУЛЬС	s	9.4
ШИШКА	s	9.4
АКУЛА	s	9.3
ОТСЕК	s	9.3
ПРИЮТ	s	9.3
СВИТА	s	9.3
КРАЖА	s	9.2
ЛИЛИЯ	s	9.2
ФАКЕЛ	s	9.2
ШЛАНГ	s	9.2
АРБУЗ	s	9.1
ВЕНОК	s	9.1
ДИЕТА	s	9.1
КОРКА	s	9.1
ДУЭЛЬ	s	9.0
КАНАТ	s	9.0
РУБИН	s	9.0
БАРАН	s	8.9
ХОЛСТ	s	8.9
КОЛЕЯ	s	8.8
МАФИЯ	s	8.8
РАЦИЯ	s	8.8
БУДНИ	s	8.7
ИЗНОС	s	8.7
КОМОК	s	8.7
РОБОТ	s	8.7
ГРАНТ	s	8.6
АЛЛАХ	s	8.5
ГЛЫБА	s	8.5
ИЗГИБ	s	8.5
РИФМА	s	8.5
ФЛАНГ	s	8.5
ЭСКИЗ	s	8.5
БУХТА	s	8.4
МАНЕР	s	8.4
НУТРО	s	8.4
ТАЧКА	s	8.4
ФИНИШ	s	8.4
ХИМИК	s	8.4
АБОРТ	s	8.3
ВАЛЬС	s	8.2
СОКОЛ	s	8.2
ЧЕРЕД	s	8.2
ЧУКЧА	s	8.2
БРОНЯ	s	8.1
ВОЗНЯ	s	8.1
КАСКА	s	8.1
САЛЮТ	s	8.1
БАРЖА	s	8.0
ДЕБЮТ	s	8.0
ДЕВИЗ	s	8.0
МАКЕТ	s	8.0
ОПЕКА	s	8.0
ПОДОЛ	s	8.0
ПОЧЕТ	s	8.0
ТОЛЩА	s	8.0
ВЫВОЗ	s	7.9
РЕНТА	s	7.9
ЦЕРКА	s	7.9
КАТОК	s	7.8
ОТРЫВ	s	7.8
УКЛОН	s	7.8
ШПРИЦ	s	7.8
ВЕНИК	s	7.7
ЖУЛИК	s	7.7
КОФТА	s	7.7
НЕДУГ	s	7.7
ОСОБЬ	s	7.7
ОТБОЙ	s	7.7
ТЕСТЬ	s	7.7
БОГАЧ	s	7.6
МЯЧИК	s	7.6
НАВОЗ	s	7.6
ОЩУПЬ	s	7.6
СИРОП	s	7.6
ТРЕСТ	s	7.6
БУДДА	s	7.5
ВИДЕО	s	7.5
ВИШНЯ	s	7.5
ДОНОР	s	7.5
ДЫМОК	s	7.5
КАПОТ	s	7.5
СМОЛА	s	7.5
СЫЩИК	s	7.5
БАРИН	s	7.4
ВЫКУП	s	7.4
ЗАХОД	s	7.4
ОТВОД	s	7.4
СОПКА	s	7.4
БАНАН	s	7.3
ЖИТИЕ	s	7.3
ЗЕНИТ	s	7.3
ЛУНКА	s	7.3
МАТКА	s	7.3
ПОСЕВ	s	7.3
УСТЬЕ	s	7.3
КАНУН	s	7.2
МАЛОЕ	s	7.2
НАВЕС	s	7.2
ПАРИК	s	7.2
ПРЕСС	s	7.2
АВАНС	s	7.1
ЖИЛКА	s	7.1
ОРДЕР	s	7.1
ОТКОС	s	7.1
САБЛЯ	s	7.1
ССУДА	s	7.1
УКЛАД	s	7.1
ШТОРМ	s	7.1
ПЕШКА	s	7.0
ОТХОД	s	6.9
ТРАКТ	s	6.9
УЗНИК	s	6.9
ШАССИ	s	6.9
ДРОБЬ	s	6.8
КРУПА	s	6.8
МИРАЖ	s	6.8
ПОЛИС	s	6.8
УЛИКА	s	6.8
ЭТНОС	s	6.8
ГУБКА	s	6.7
ЗАБОЙ	s	6.7
МЕТЛА	s	6.7
РУИНЫ	s	6.7
ТАЛОН	s	6.7
ЛОТОК	s	6.6
САУНА	s	6.6
СЕКТА	s	6.6
СЕНАТ	s	6.6
МАЧТА	s	6.5
ПОРОХ	s	6.5
ПРЯДЬ	s	6.5
ТАХТА	s	6.5
ШАКАЛ	s	6.5
ГОРОХ	s	6.4
ЗАВАЛ	s	6.4
ЛИМИТ	s	6.4
РАУНД	s	6.4
ШРИФТ	s	6.4
ДЫМКА	s	6.3
ЗАЕЗД	s	6.3
ПАСТА	s	6.3
СТРАЖ	s	6.3
СУКНО	s	6.3
ФИЛИН	s	6.3
ГЕТТО	s	6.2
МОЛОТ	s	6.2
ОЗНОБ	s	6.2
СИНОД	s	6.2
ТОПИК	s	6.2
ТОПОТ	s	6.2
БРЕНД	s	6.1
ГЛАДЬ	s	6.1
ГРАФА	s	6.1
ГРЕЗА	s	6.1
ЗАГАР	s	6.1
КАБАК	s	6.1
ФОТКА	s	6.1
ХРУСТ	s	6.1
ЧЕХОЛ	s	6.1
БАЙКА	s	6.0
ВАЛУН	s	6.0
ВЗМАХ	s	6.0
ВЫПАД	s	6.0
ИУДЕЙ	s	6.0
ЛЕШИЙ	s	6.0
ЛИНЗА	s	6.0
НАЖИМ	s	6.0
НИЧЬЯ	s	6.0
УКСУС	s	6.0
БЕЛЫЙ	s	5.9
БРАНЬ	s	5.9
БРЭНД	s	5.9
БЫЧОК	s	5.9
ВОЖАК	s	5.9
КЕФИР	s	5.9
КИВОК	s	5.9
КОРАН	s	5.9
МОЙКА	s	5.9
НАЕЗД	s	5.9
НОСИК	s	5.9
